1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Woody,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Large (1-10m),Creeper Vine,Random,Tubers,Rough,Gold,N/A,Rough,Copper,N/A,Scaly,Green,N/A,Compound,Random Interval,Ovate (Egg Wide at Base),Smooth,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Rough,Green,N/A,Seeds,Fruit,Animal,Spray,Cone,Small (5-10mm),Curly,Smooth,Random Interval,Sweet,Annual (Once),Flaky,White,Blushed,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Dried,N/A,Edible,Dried,N/A,Medicinal / Other,Cold Extract,Hallucinogen,Non-Edible,N/A,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Forest / Jungle,Very Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Tap,Scaly,Green,N/A,Smooth,Blue,N/A,Rough,Copper,N/A,Needles & Broad,Terminal,Obovate (Egg Narrow at Base),Crenate,Scaly,None,Clusters (6+),Flaky,Silver,N/A,Suckers,Nut,Gravity,Single,Complex,Huge (>10cm),Thread,Hairy,Terminal,Sweet,Annual (Once),Flaky,Green,Solid,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Bath,Astringent,N/A,N/A,N/A,Medicinal / Other,Poultice,Pectoral,Medicinal / Other,Fomentation,Antinauseant,Nutritious / Tasty,Raw,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Very Common,Small Patch (1-12),Small (5-25cm),Creeper Vine,Random,Bulb,Smooth,Green,N/A,Waxy,Yellow,N/A,Rough,Brown,N/A,Compound,Branch Points,Flabellate (Fan Shaped),Sinuate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Flaky,Yellow,N/A,Suckers,Nut,Animal,Bunches,Bell,Small (5-10mm),Blade,Smooth,Random Interval,Musky,Poly-Annual (2-7 Years),Rough,Yellow,Iridescent,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Emmenagogue,Medicinal / Other,Poultice,Aphrodesiac,
Herbaceous,Terrestrial,Desert / Waste,Very Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Fibrous,Smooth,Brown,N/A,Rough,Red,N/A,Smooth,Gold,N/A,Compound,Random Interval,Obovate (Egg Narrow at Base),Smooth,Scaly & Waxy,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Green,N/A,Seeds,Nut,Animal,Single,Bell,Avg. (1-5cm),Oval,Veined,Terminal,Foul,Poly-Annual (2-7 Years),Smooth,Black,Iridescent,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Oxytocic,Medicinal / Other,Tincture,Insecticide,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Whole,Alterative,Nutritious / Tasty,Dried,N/A,
Woody,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,Radial,Fibrous,Smooth,Orange,N/A,Flaky,Silver,N/A,Rough,Red,N/A,Compound,Random Interval,Ovate (Egg Wide at Base),Smooth,Hairy,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Flaky,Brown,N/A,Seeds,Nut,Animal,Bunches,Spike,Avg. (1-5cm),Oval,Dusty,Terminal,Foul,Perennial (Yearly),Scaly,Copper,Solid,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Powder,Glue,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,None,None,Smooth,Red,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Compound,Terminal,Acuminate (Taper to Long Point),Smooth,Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Copper,N/A,Seeds,Grain,Animal,Other,Bell,Large (5-10cm),Wavy,Smooth,Terminal,None,Perennial (Yearly),Scaly,Green,Blushed & Solid,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible & Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Cold Compress,Expectorant,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Desert / Waste,Uncommon,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,None,Fibrous,Smooth,White,N/A,Rough,Green,N/A,Smooth,Green,N/A,Broad,Regular Interval & Branch Points,Truncate (Squared off Apex),Spiny,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2) & Whorls (3-5),Other,Green,N/A,Suckers,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Pectoral,Edible,Raw,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Small (5-25cm),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Yellow,N/A,Smooth,Copper,N/A,Smooth,Green,N/A,Broad,Random Interval,Orbicular (Circular),Undulate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Silver,N/A,Budding / Fragmentation,Grain,Water,Compound,Spike,Small (5-10mm),Round,Velvety,Regular Interval,Foul,Poly-Annual (2-7 Years),Waxy,Black,Spotted,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Poultice,Antilithic,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Decoction,Re-Roll,Edible,Blanched,N/A,
Herbaceous,Aquatic,Salt Water,Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,Random,Bulb,Scaly,Silver,N/A,Smooth,White,N/A,Scaly,Copper,N/A,Broad,Stem / Trunk,Lanceolate (Pointed at Both Ends),Serrulate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Waxy,Black,N/A,Seeds,Grain,Wind,Spray,Bell,Small (5-10mm),Curly & Wavy,Smooth,Terminal,Musky,Annual (Once),Smooth,Brown,Iridescent,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Crushed,Antiphlogistic,
Herbaceous,Terrestrial,Plains / Savannah & Marsh / Swamp / Bog,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Smooth,Black,N/A,Smooth,Silver,N/A,Other,Silver,N/A,Needles,Random Interval,Cordate (Heart Stem in Cleft),Serate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Yellow,N/A,Suckers,Fruit,Water,Spray,Bell,Avg. (1-5cm),Round,Sticky,Terminal,Sweet,Annual (Once),Smooth,Silver,Phases,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Powder,Poison,Medicinal / Other,Vapor / Smoke,Hydragogue,Medicinal / Other,Infusion,Vulnerary,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,None,Bulb,Smooth,Green,N/A,Smooth,Yellow,N/A,Smooth,Yellow,N/A,None,Terminal,Poly-Foliate (2-7 Leaflets),Ciliate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Smooth,Gold,N/A,Seeds,Fruit,Animal,Compound,Disc,Tiny (<5mm),Wavy,Velvety,Random Interval,Sweet,Annual (Once),Smooth,Silver,Translucent,10+,0,Decay,Light,Non-Sentient,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Poison,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Woody,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Advantageous,Rough,Brown,N/A,Smooth,Orange,N/A,Rough,Green & Orange,Solid,Compound,Terminal,Pedate (Palmate Divided Latteral Lobes),Sinuate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth & Rough,Yellow,N/A,Seeds,Grain,Gravity,Other,Sphere,Avg. (1-5cm),Oval,Sticky,Regular Interval,Foul,Other,Rough,Yellow,Phases,4-9,2-4,Parasitic,Light,Non-Sentient,N/A,Edible,Raw,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Solitary (1-2),Small (5-25cm),Creeper Vine,Radial,Tap,Smooth,Black,N/A,Waxy,White,N/A,Smooth,Gold,N/A,Compound,Terminal,Linear (Parallel Margins & Elongate),Dentate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Waxy,Brown,N/A,Seeds,Nut,Animal,Single,Bell,Avg. (1-5cm),Wavy,Hairy,Regular Interval,Sweet,Poly-Annual (2-7 Years),Smooth,Orange,Stripes,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Syrup,Antihydrotic,Medicinal / Other,Grated,Aperient,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Rhizoid,Smooth,Silver,N/A,Smooth,Grey,N/A,Waxy,Grey,N/A,Compound,Terminal,Pinnatisect (Deep Opposite Lobing),Smooth,Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Smooth,Copper,N/A,Seeds,Fruit,Animal,Single,Bell,Small (5-10mm),Curly,Smooth,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Blue,Phases,4-9,5+,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Wash,Hallucinogen,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Powder,Stomachic,
Herbaceous,Aquatic,Fresh Water,Common,Large Patch (120+),Tiny (<5cm),Creeper Vine,Random,Tap,Smooth,Brown & Green,Solid,Smooth,Copper,N/A,Smooth,Blue,N/A,Broad,Terminal,Obovate (Egg Narrow at Base),Serate,Waxy,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Orange,N/A,Seeds,Grain,Gravity,Bunches,Spike,Avg. (1-5cm),Wavy,Smooth,Branch Points,Sweet,Annual (Once),Waxy,Silver,Patches,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Juice,Vulnerary,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Fungus,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,None,Rhizoid,Smooth,Violet,N/A,Flaky,Violet,N/A,Smooth,Grey,N/A,Needles,Terminal,Linear (Parallel Margins & Elongate),Spiny & Smooth,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Orange,N/A,Seeds,Spore,Wind,Pairs,Spike,Small (5-10mm),Oval,Dusty,Regular Interval,Sweet,Annual (Once),Scaly,Grey,Translucent,10+,0,Predaceous,Light,Non-Sentient,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Juice,Detergent,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Green,N/A,Smooth,Violet,N/A,Waxy,Silver,N/A,Compound,Terminal,Ovate (Egg Wide at Base),Dentate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Smooth,Grey,N/A,Seeds,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Blade & Wavy,Dusty,Terminal,Sweet,Annual (Once),Smooth,Brown,Mimicry,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Edible & Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible & Edible,N/A,N/A,Medicinal / Other,Cold Extract,Anesthetic,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Huge (>10m),Stem / Trunk,Radial,Bulb,Waxy,Grey,N/A,Smooth,Silver,N/A,Smooth,Green,N/A,Broad,Random Interval,Ovate (Egg Wide at Base),Denticulate,Scaly,None,Singles (1),Smooth,Green,N/A,Seeds,Spore,Wind,Compound,Disc,Avg. (1-5cm),Thread,Dusty,Regular Interval,Foul,Poly-Annual (2-7 Years),Waxy,Violet,Stripes,10+,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Blanched,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Medicinal / Other,Vapor / Smoke,Hepatic,Medicinal / Other,Tincture,Analgesic,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Grey,N/A,Smooth,Green,N/A,Smooth,Green,N/A,Compound,Branch Points & Terminal,Cordate (Heart Stem in Cleft),Smooth,Sticky,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Gold,N/A,Budding / Fragmentation,Grain,Animal,Bunches,Spike,Small (5-10mm),Round,Waxy,Terminal,Sweet,Annual (Once),Waxy,Green,Night Closing,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Ground,Pectoral,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Deodorant,Medicinal / Other,Powder,Wax,
Herbaceous,Aquatic,Salt Water,Very Rare,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Radial,Rhizoid,Smooth,Violet,N/A,Waxy,Yellow,N/A,Waxy,Violet,N/A,Needles,Terminal,Acuminate (Taper to Long Point),Sinuate,Re-Roll & VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Waxy,Green,N/A,Seeds,Grain,Gravity,Compound,Cone,Avg. (1-5cm),Feathery,Waxy,Random Interval,Sweet,Other,Smooth,Violet,Solid,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Infusion,Specific,
Herbaceous,Terrestrial,Desert / Waste,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,Tap,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Silver,N/A,Compound,Terminal & Regular Interval,Aristate (Spine-Like Tip),Sinuate,Smooth,None,Clusters (6+),Smooth,Green,N/A,Seeds,Grain,Wind,Compound,Sphere,Small (5-10mm),Wavy,Hairy,Terminal,Foul,Annual (Once),Smooth,Green,Night Blooming,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Tincture,Abortifacient,Medicinal / Other,Infusion,Febrifuge,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Digestive,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Fibrous,Waxy,Green,N/A,Waxy,Orange,N/A,Waxy,Orange,N/A,Broad,Random Interval,Palmate (Hand-Like),Undulate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Waxy,Silver & Silver,Phases,Budding / Fragmentation,Fruit,Wind,Pairs,Funnel,Avg. (1-5cm),Oval,Waxy,Branch Points,Musky,Perennial (Yearly),Flaky,Yellow,Mimicry,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Poultice,Vermifuge,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ointment,Vasodialator,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Unique (Extremely Limited Area),Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Green,N/A,Rough,Green,N/A,Smooth,Blue,N/A,Broad,Terminal,Subulate (Awl) & Palmate (Hand-Like),Sinuate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Scaly,Green,N/A,Seeds,Fruit,Animal,Bunches,Spike,Small (5-10mm),Wavy,Scaly,Branch Points,Sweet,Annual (Once),Flaky,Yellow,Mimicry,4-9,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Juice,Re-Roll,Edible,Ground,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Powder,Aphrodesiac,Non-Edible,N/A,N/A,Medicinal / Other,Other,Irritant,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Ordered,Fibrous,Other,Grey,N/A,Smooth,Black,N/A,Smooth,Green,N/A,Broad & Broad,Terminal,Cuneate (Wedge Accute Base),Undulate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Scaly,Green,N/A,Seeds,Spore,Animal,Compound,Spike,Tiny (<5mm),Wavy,Hairy,Terminal,Sweet,Perennial (Yearly),Smooth,Brown,Solid,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Irritant,Medicinal / Other,Fomentation,Emetic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Grated,Antiemetic,Medicinal / Other,Rubbed,Coagulant,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Large (1-10m),Creeper Vine,Random,Tubers,Smooth,White,N/A,Smooth,Brown,N/A,Waxy,Green,N/A,Broad,Branch Points & Regular Interval,Rhomboid (Diamond),Crenate,Hairy,None,Whorls (3-5),Waxy,Green,N/A,Seeds,Fruit,Gravity,Single,Bell,Avg. (1-5cm),Wavy,Waxy,Branch Points,Musky,Poly-Annual (2-7 Years),Smooth,Green,Solid,4-9,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Tincture,Coagulant,Non-Edible,N/A,N/A,Medicinal / Other,Infusion,Dye,Medicinal / Other,Cold Extract,Vulnerary,Medicinal / Other,Grated,Purgative,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Rhizoid,Waxy,White,N/A,Waxy,Green,N/A,Waxy,Red,N/A,Broad,Regular Interval,Subulate (Awl),Undulate,Smooth,None,Singles (1) & Pairs (2),Smooth,Red,N/A,Seeds,Spore,Wind,Single,Bell,Avg. (1-5cm),Feathery & Wavy,Waxy,Regular Interval,Sweet,Poly-Annual (2-7 Years),Waxy,Orange,Stripes,10+,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Cold Compress,Colorant,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Cardiac,Medicinal / Other,Decoction,Colorant,
Herbaceous,Terrestrial,Hills / Scrub,Very Rare,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Random,Tap,Smooth,Yellow,N/A,Waxy,Violet,N/A,Waxy,Blue,N/A,Broad,Random Interval,Acicular (Needle),Serate,Smooth,None,Pairs (2),Smooth,Violet,N/A,Seeds,Fruit,Animal,Pairs,Bell,Avg. (1-5cm),Wavy & Wavy,Waxy,Terminal,Sweet,Poly-Annual (2-7 Years),Waxy,Green,Stripes,10+,5+,Decay,Light,Non-Sentient,N/A,Edible,Boiled,N/A,Edible,Dried,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Edible,Dried,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Large (1-10m),Creeper Vine,Radial,Fibrous,Waxy,Green,N/A,Smooth,Brown,N/A,Smooth,Green & Green,Blushed,Compound,Terminal,Obtuse (Bluntly Tipped),Dentate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Other,Brown,N/A,Budding / Fragmentation,Grain,Animal,Spray,Complex,Tiny (<5mm),Wavy,Veined,Branch Points,None,Perennial (Yearly),Smooth,Yellow,Blushed,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Roasted,N/A,Medicinal / Other,Crushed,Sialagogue,N/A,N/A,N/A,Medicinal / Other,Fomentation,Mysical / Other,Edible,Boiled,N/A,Medicinal / Other,Bath,Antispasmodic,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Rare,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Bulb,Smooth,White,N/A,Smooth,Yellow,N/A,Waxy,Green,N/A,Compound,Branch Points,Acicular (Needle),Lobate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Smooth,Gold & Green,Iridescent,Suckers,Fruit,Water,Pairs,Funnel,Large (5-10cm),Oval,Smooth,Random Interval,Foul,Perennial (Yearly),Smooth,Green,Iridescent,4-9,5+,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Medicinal / Other,Fomentation,Insecticide,Edible,Blanched,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Fomentation,Cholagouge,Medicinal / Other,Cold Extract,Antiphlogistic,
Woody,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Rough,Yellow,N/A,Rough,Yellow,N/A,Rough,Silver,N/A,Broad,Terminal,Obovate (Egg Narrow at Base),Serate,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Scaly,Red,N/A,Seeds,Fruit,Water,Other,Disc,Avg. (1-5cm),Oval,Hairy,Stem / Trunk,Foul,Other,Flaky,Black,Mottled,4-9,5+,Photo / Chemo-Synthetic,Mobile,Non-Sentient,N/A,Medicinal / Other,Ground,Haemostatic,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Irritant,Medicinal / Other,Essence,Astringent,Edible,Blanched,N/A,Medicinal / Other,Re-Roll,Hydragogue,
Woody,Terrestrial,Forest / Jungle,Rare,Large Patch (120+),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Green,N/A,Smooth,Orange,N/A,Rough,Green,N/A,Compound,Regular Interval,Hastatae (Triangular Basal Lobes),Lobate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Waxy,Red,N/A,Suckers,Fruit,Animal,Bunches,Funnel,Small (5-10mm),Feathery,Velvety,Terminal & Terminal,Foul,Perennial (Yearly),Flaky,Violet,Phases,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Common,Small Patch (1-12),Large (1-10m),Multiple Stems / Trunks,Ordered,Fibrous,Scaly,Brown,N/A,Flaky,Yellow,N/A,Scaly,Green,N/A,Compound,Regular Interval,Pedate (Palmate Divided Latteral Lobes),Smooth,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Green,N/A,Seeds,Fruit,Animal,Single,Cone,Avg. (1-5cm),Toothed,Velvety,Terminal,Foul,Annual (Once),Smooth,Brown,Luminescent,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,
Fungus,Sub-Terrestrial,Forest / Jungle,Common,Solitary (1-2),Tiny (<5cm),Colonial Mass,None,Rhizoid,Scaly,Copper,N/A,Smooth,Red,N/A,Smooth,Silver,N/A,Broad,Terminal,Acuminate (Taper to Long Point),Lobate,Scaly,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Violet,N/A,Seeds,Spore,Wind,Pairs,Bell,Huge (>10cm),Toothed,Hairy,Regular Interval,Sweet,Perennial (Yearly),Smooth,Green & Brown,Mimicry,10+,2-4,Decay,Light,Non-Sentient,N/A,Edible,Raw,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
