1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Mountains,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Smooth,Green,N/A,Scaly,Copper & Green,Stripes,Waxy,Green,N/A,Needles,Terminal,Obovate (Egg Narrow at Base),Sinuate,Hairy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green,N/A,Suckers,Grain,Gravity,Compound,Spike,Large (5-10cm),Wavy & Wavy,Waxy,Terminal,Musky,Poly-Annual (2-7 Years),Smooth,Yellow & Brown,Solid,4-9,1,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Medicinal / Other,Tincture,Galactagogue,Edible,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Edible,Roasted,N/A,
Herbaceous,Aquatic,Salt Water,Common,Large Patch (120+),Average (25cm-1m),Colonial Mass,Radial,Tap,Smooth,Brown,N/A,Rough,Green,N/A,Waxy,Green,N/A,Broad,Random Interval,Spatulate (Spoon),Dentate,Hairy,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Smooth,Gold,N/A,Seeds,Grain,Water,Compound,Sphere,Avg. (1-5cm),Curly,Sticky,Branch Points,Foul,Perennial (Yearly),Waxy,Blue,Blushed,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Fomentation,Nauseant,
Woody,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Fibrous,Waxy,Green,N/A,Smooth,Green,N/A,Other,Copper,N/A,Needles,Terminal,Hastatae (Triangular Basal Lobes),Smooth,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Black,N/A,Seeds,Fruit,Animal,Single,Complex,Avg. (1-5cm),Curly & Curly,Smooth,Random Interval,Foul,Perennial (Yearly),Scaly,White,Solid,4-9,5+,Other,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Common,Large Patch (120+),Large (1-10m),Multiple Stems / Trunks,Radial,Tap,Waxy,Green,N/A,Smooth,Black,N/A,Smooth,Green,N/A,Broad,Branch Points,Rhomboid (Diamond),Smooth,Sticky,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Nut,Animal,Bunches,Bell,Small (5-10mm),Round,Waxy,Random Interval,Other / Specific,Annual (Once),Flaky & Smooth,Green & Orange,Night Blooming,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,Medicinal / Other,Juice,Restorative,Nutritious / Tasty,Steeped,N/A,Edible,Raw,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Huge (>10m),Multiple Stems / Trunks,Radial,Tap,Flaky,Green,N/A,Smooth,Green,N/A,Waxy,Violet & Green,Stripes,Scales,Random Interval,Lanceolate (Pointed at Both Ends),Sinuate & Crenate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Grey,N/A,Seeds,Grain,Animal,Spray,Bell,Avg. (1-5cm),Toothed,Smooth,Branch Points,Sweet,Perennial (Yearly),Waxy,Red,Translucent,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Bath,Counterirritant,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Small Patch (1-12),Average (25cm-1m),Creeper Vine,None,Fibrous,Waxy,Brown,N/A,Smooth,White,N/A,Smooth,Green,N/A,Broad,Terminal,Pedate (Palmate Divided Latteral Lobes),Sinuate,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Singles (1),Rough,Yellow,N/A,Seeds,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Curly,Velvety,Regular Interval,None,Annual (Once),Smooth,Yellow,Phases,10+,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Powder,Insecticide,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Raw,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Random,Tap,Smooth,Red,N/A,Smooth,Grey,N/A,Smooth,Green,N/A,Compound,Branch Points,Elliptic (Oval Small or No Point),Serate & Crenate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Flaky,Green,N/A,Seeds,Fruit,Gravity,Bunches,Disc,Avg. (1-5cm),Wavy,Hairy,Stem / Trunk,Sweet,Perennial (Yearly),Smooth,Silver,Night Closing,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Medicinal / Other,Cold Extract,Sialagogue,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Powder,Poison,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Re-Roll,
Herbaceous,Terrestrial,Desert / Waste,Uncommon,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,Radial,Fibrous,Rough,Grey,N/A,Waxy,Yellow,N/A,Smooth,Green,N/A,Needles,Random Interval,Falcate (Sickle),Sinuate,Waxy,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Smooth,Green,N/A,Suckers,Grain,Gravity,Spray,Cone,Small (5-10mm),Wavy,Scaly,Branch Points,Other / Specific,Poly-Annual (2-7 Years),Rough,Blue,Solid,4-9,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Other,Alterative,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Huge (>10m),Creeper Vine,Radial,Fibrous,Flaky,Brown,N/A,Scaly,Green,N/A,Smooth,Green,N/A,Compound,Branch Points,Poly-Foliate (2-7 Leaflets),Serate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Green,N/A,Suckers,Grain,Wind,Bunches,Cone,Small (5-10mm),Thread,Dusty,Random Interval,None,Annual (Once),Waxy,Grey,Solid,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Vapor / Smoke,Diaphoretic,N/A,N/A,N/A,Medicinal / Other,Powder,Purgative,Medicinal / Other,Whole,Depressant,Medicinal / Other,Syrup,Glue,
Herbaceous,Aquatic,Fresh Water,Rare,Large Patch (120+),Average (25cm-1m),Multiple Stems / Trunks,Ordered,Fibrous,Smooth,Grey,N/A,Smooth,Green,N/A,Smooth,Copper,N/A,Broad,Terminal,Cordate (Heart Stem in Cleft),Ciliate,Error: Roll Out of Range,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Black & Green,Solid,Seeds,Fruit,Animal,Compound,Cone,Avg. (1-5cm),Oval & Oval,Hairy,Regular Interval,Musky,Perennial (Yearly),Scaly,Green,Solid,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ground,Balsam,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Vapor / Smoke,Nephretic,
Algae,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Rhizoid,Smooth,Brown,N/A,Smooth,Orange,N/A,Smooth,Yellow,N/A,None,Regular Interval,Digitate (Finger-Like Lobes),Undulate & Serrulate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Other,Gold,N/A,Budding / Fragmentation,Spore,Wind,Pairs,Disc,Avg. (1-5cm),Oval,Waxy,Regular Interval,Foul,Annual (Once),Smooth,Gold,Luminescent,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Very Common,Large Patch (120+),Small (5-25cm),Creeper Vine,None,Fibrous,Other,Yellow & White,Patches,Waxy,Violet,N/A,Smooth & Smooth,Yellow,N/A,Broad,Branch Points,Cordate (Heart Stem in Cleft),Sinuate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Waxy,White,N/A,Suckers,Grain,Water,Bunches,Disc,Small (5-10mm),Round,Smooth,Terminal,Sweet,Annual (Once),Smooth,Green & Green,Stripes,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Infusion,Cardiac,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Large (1-10m),Multiple Stems / Trunks,Ordered,Fibrous,Smooth,Blue,N/A,Smooth,White,N/A,Smooth,Red,N/A,Compound,Terminal,Spear-Shaped (Pointed Barbbed-Base),Undulate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Green,N/A,Suckers,Grain,Gravity,Single,Complex,Small (5-10mm),Oval,Velvety,Branch Points,Foul,Annual (Once),Rough,Blue,Blushed,4-9,1,Decay,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,Medicinal / Other,Juice,Hypnotic,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,
Algae,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Small (5-25cm),Colonial Mass,Random,None,Scaly,Grey,N/A,Waxy,Grey,N/A,Smooth,Blue,N/A,None,Regular Interval,Palmate (Hand-Like),Sinuate,Smooth,None,Singles (1),Smooth,Brown,N/A,Other,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Toothed,Sticky,Terminal,Sweet,Other,Other,Green,Solid,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Blanched,N/A,
Herbaceous,Terrestrial,Hills / Scrub & Forest / Jungle,Common,Medium Patch (12-120),Tiny (<5cm),Multiple Stems / Trunks & Stem / Trunk,None,Fibrous,Smooth,Copper,N/A,Waxy,Red,N/A,Scaly,White,N/A,Broad,Regular Interval,Pedate (Palmate Divided Latteral Lobes),Sinuate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Silver,N/A,Seeds,Fruit,Wind,Spray,Disc,Small (5-10mm),Blade,Waxy,Random Interval,Sweet,Annual (Once),Smooth,Green,Phases,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Tincture,Anaphrodisiac,Medicinal / Other,Juice,Coagulant,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Edible,Boiled,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Smooth,Silver,N/A,Rough,Green,N/A,Flaky,Brown,N/A,Compound,Random Interval,Reniform (Kidney),Serate,Smooth,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Waxy,Grey,N/A,Seeds,Fruit,Other,Single,Bell,Huge (>10cm),Round,Dusty,Random Interval,Sweet,Annual (Once),Smooth,Orange,Solid,1-3,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Fomentation,Galactagogue,
Fungus,Terrestrial,Plains / Savannah & Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Small (5-25cm),Colonial Mass,Random,Rhizoid,Smooth,Yellow,N/A,Smooth,Green,N/A,Smooth,White,N/A,Broad,Terminal,Ovate (Egg Wide at Base),Smooth,Scaly,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Blue,N/A,Suckers,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,None,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Dried,N/A,
Woody,Sub-Terrestrial,Plains / Savannah & Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Smooth,Brown,N/A,Scaly,Copper,N/A,Rough,Silver,N/A,Broad,Branch Points,Spear-Shaped (Pointed Barbbed-Base),Smooth,Scaly,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Animal,Compound,Bell,Huge (>10cm),Wavy,Veined,Random Interval,None,Annual (Once),Rough,Black,Translucent,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Medicinal / Other,Fomentation,Vermifuge,Non-Edible,N/A,N/A,Medicinal / Other,Other,Febrifuge,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Radial,Tap,Waxy,Green,N/A,Smooth,Silver,N/A,Smooth,Grey,N/A,Compound,Terminal,Spear-Shaped (Pointed Barbbed-Base),Serate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Smooth,Violet,N/A,Seeds,Grain,Gravity,Compound,Spike,Small (5-10mm),Wavy & Oval,Sticky,Terminal,Sweet,Perennial (Yearly),Rough,Grey & Blue,Stripes,10+,1,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Poultice,Coagulant,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Steeped,N/A,
Woody,Terrestrial,Forest / Jungle,Rare,Medium Patch (12-120),Huge (>10m),Multiple Stems / Trunks,Radial,Rhizoid,Flaky,Yellow,N/A,Smooth,Green,N/A,Smooth,Silver,N/A,Broad,Stem / Trunk,Linear (Parallel Margins & Elongate),Dentate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Rough,Yellow,N/A,Seeds,Nut,Wind,Other,Complex,Large (5-10cm),Curly,Waxy,Random Interval,Sweet,Poly-Annual (2-7 Years),Smooth,Green,Solid,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Vapor / Smoke,Astringent,Medicinal / Other & Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Common,Small Patch (1-12),Small (5-25cm),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Green,N/A,Smooth,Black,N/A,Flaky,Copper,N/A,Compound,Random Interval,Linear (Parallel Margins & Elongate),Spiny,Scaly & Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Waxy,Green,N/A,Budding / Fragmentation,Fruit,Water,Bunches,Cone,Avg. (1-5cm),Round,Hairy,Terminal,Sweet,Perennial (Yearly),Smooth,Green,Stripes,10+,0,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Edible,Dried,N/A,
Woody,Terrestrial,Desert / Waste,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Advantageous,Smooth,Green & Yellow,Stripes,Scaly,Green,N/A,Smooth,Violet & Green,Patches,Broad,Regular Interval,Poly-Foliate (2-7 Leaflets),Spiny,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Red,N/A,Seeds,Fruit,Animal,Spray,Funnel,Avg. (1-5cm),Oval,Sticky,Terminal,Sweet,Annual (Once),Smooth,Blue,Blushed,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Medicinal / Other,Infusion,Cholagouge,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Re-Roll,Cholagouge,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Copper,N/A,Smooth,Yellow,N/A,Smooth,Green & Green,Phases,Blades,Branch Points,Elliptic (Oval Small or No Point),Sinuate,Sticky,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Gold,N/A,Seeds,Fruit,Animal,Compound,Disc,Small (5-10mm),Oval,Waxy,Random Interval,Sweet,Other,Smooth,Green,Iridescent,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Edible,Blanched,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Fibrous,Waxy,Grey,N/A,Waxy,Red,N/A,Smooth,Brown,N/A,Broad,Terminal,Elliptic (Oval Small or No Point),Serrulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Green,N/A,Budding / Fragmentation,Fruit,Animal,Bunches,Disc,Large (5-10cm),Curly & Wavy,Waxy,Branch Points,Sweet,Annual (Once),Other,White,Solid,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Vapor / Smoke,Fungicide,N/A,N/A,N/A,Medicinal / Other,Powder,Hepatic,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Waxy,Grey,N/A,Smooth,Green,N/A,Rough,Green,N/A,Broad,Random Interval,Lanceolate (Pointed at Both Ends),Sinuate,VelvetyDusty,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Scaly,Black,N/A,Budding / Fragmentation,Fruit,Animal,Single,Disc,Small (5-10mm),Wavy,Veined,Branch Points,Sweet,Annual (Once),Rough,Gold,Luminescent,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Expectorant,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Large (1-10m),Multiple Stems / Trunks,Radial,Tap,Rough,Yellow,N/A,Rough,Yellow,N/A,Smooth,Black,N/A,Needles,Regular Interval,Flabellate (Fan Shaped),Serate,Sticky,Arcute (Secondary Veins Bending Towards Apex),Clusters (6+),Rough,Gold,N/A,Seeds,Nut,Gravity,Single,Cone,Avg. (1-5cm),Wavy,Velvety,Branch Points,Sweet,Annual (Once),Rough,Green,Luminescent,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Ground,Emollient,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Ordered,Tap,Rough,Green,N/A,Smooth,Green & Brown,Iridescent,Flaky,Black,N/A,Compound,Terminal,Obtuse (Bluntly Tipped),Undulate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Flaky,Black,N/A,Seeds,Fruit,Animal,Single,Disc,Avg. (1-5cm),Toothed,Velvety,Branch Points,Musky,Poly-Annual (2-7 Years),Smooth,Silver,Mottled,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Juice,Cholagouge,Nutritious / Tasty,Raw,N/A,Edible,Raw,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Fungus,Sub-Terrestrial,Plains / Savannah,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,None,Rhizoid,Rough,Green,N/A,Smooth,Green,N/A,Rough,Green,N/A,Blades,Terminal,Rhomboid (Diamond),Crenate,Scaly,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Smooth,Green & Orange,Solid,Seeds,Spore,Gravity,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Touch,Non-Sentient,N/A,Medicinal / Other,Infusion,Stimulant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Nutritious / Tasty,Raw,N/A,
Woody,Terrestrial,Plains / Savannah & Marsh / Swamp / Bog,Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Tap,Smooth,Grey,N/A,Smooth,Silver,N/A,Rough,Yellow,N/A,Needles,Regular Interval,Linear (Parallel Margins & Elongate),Smooth,Error: Roll Out of Range,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Rough,Red,N/A,Seeds,Fruit,Animal,Bunches,Cone,Large (5-10cm),Curly,Hairy,Random Interval,Foul,Perennial (Yearly),Flaky,Gold,Night Blooming,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Edible,Boiled,N/A,Medicinal / Other,Poultice,Acrid,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Raw,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Smooth,Orange,N/A,Rough,Grey,N/A,Rough,Gold,N/A,Broad,Stem / Trunk,Acuminate (Taper to Long Point),Crenate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Rough,Green & Blue,Stripes,Suckers,Nut,Gravity,Pairs,Cone,Avg. (1-5cm),Oval,Hairy,Branch Points,Sweet,Perennial (Yearly),Smooth,Black,Phases,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Ointment,Disinfectant,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Edible,Ground,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Large Patch (120+),Large (1-10m),Multiple Stems / Trunks,Random,Bulb,Smooth,Green,N/A,Rough,Copper,N/A,Waxy,Green,N/A,Broad,Regular Interval,Lanceolate (Pointed at Both Ends),Crenate & Smooth,VelvetyDusty & Waxy,None,Whorls (3-5),Smooth,Violet,N/A,Seeds,Grain,Animal,Compound,Bell,Avg. (1-5cm),Curly,Velvety,Regular Interval,Foul,Poly-Annual (2-7 Years),Smooth,Silver,Solid,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Random,Fibrous,Flaky,Black,N/A,Rough,Orange,N/A,Smooth,Violet,N/A,Compound,Branch Points,Acicular (Needle),Sinuate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Green,N/A,Seeds,Fruit,Animal,Pairs,Funnel,Avg. (1-5cm),Curly,Smooth,Random Interval,Foul,Annual (Once),Rough,Brown,Night Closing,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Dye,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Mountains,Common,Small Patch (1-12),Large (1-10m),Creeper Vine,Radial,Advantageous,Scaly,Green,N/A,Smooth,Copper,N/A,Smooth,Green,N/A,Broad,Random Interval,Reniform (Kidney),Serate,Smooth & Scaly,Pinnate (Secondary Veins Paired Oppositely),Whorls (3-5),Flaky,Grey,N/A,Seeds,Spore,Wind,Single,Bell,Avg. (1-5cm),Toothed,Smooth,Random Interval,Musky,Poly-Annual (2-7 Years),Scaly,Green,Solid,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Dried,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,
